Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
restsharp/RestSharp,0,18,0,0,0,2,17,0,0,0.0,374228,restsharp/RestSharp,https://github.com/restsharp/RestSharp,2009-11-16 02:01:45,C#,,8134,2175,8134,19,42,restsharp/RestSharp,300.0,0.0,2.0,0.0,2004.0,18.0,1151.0,1169.0,8.0,599.0,607.0,3.0,20.0,589.0,150.0,148.0,156.0,148.0,137.0,1,4492,0.06678539626001781,0.0,0.0004452359750667854,0.44612644701691895,0.0,0.44657168299198574,589.0
felixse/FluentTerminal,44,10,0,0,0,6,13,0,2,1.0,118322286,felixse/FluentTerminal,https://github.com/felixse/FluentTerminal,2018-01-21 09:45:11,C#,,8112,418,8112,227,43,felixse/FluentTerminal,63.0,135108.0,30.0,39.0,650.0,233.0,460.0,693.0,1.0,288.0,289.0,1.0,50.0,510.0,119.0,147.0,93.0,147.0,123.0,1,1504,0.04188829787234043,0.025930851063829786,0.0199468085106383,0.4321808510638298,1.3,1.7521276595744681,510.0
dotnet/csharplang,16,1,0,0,0,14,16,1,0,0.0,75990888,dotnet/csharplang,https://github.com/dotnet/csharplang,2016-12-09 01:45:27,C#,,8056,852,8056,443,44,dotnet/csharplang,142.0,0.0,2.0,0.0,1826.0,424.0,1559.0,1983.0,23.0,729.0,752.0,1.0,15.0,550.0,139.0,146.0,115.0,146.0,143.0,1,1912,0.07426778242677824,0.0,0.0010460251046025104,0.9550209205020921,0.0,0.9560669456066946,550.0
dotnet/orleans,13,6,0,0,0,5,31,2,7,6.0,28232663,dotnet/orleans,https://github.com/dotnet/orleans,2014-12-19 14:32:50,C#,,8054,1760,8054,534,45,dotnet/orleans,335.0,0.0,2.0,0.0,5203.0,305.0,2914.0,3219.0,22.0,4319.0,4341.0,5.0,89.0,615.0,158.0,145.0,149.0,145.0,176.0,1,2633,0.12723129510064565,0.0,0.0007595898214963919,1.9760729206228635,0.0,1.97683251044436,615.0
MahApps/MahApps.Metro,34,12,1,0,0,39,61,3,0,0.0,2584777,MahApps/MahApps.Metro,https://github.com/MahApps/MahApps.Metro,2011-10-16 04:16:10,C#,,7996,2356,7996,82,46,MahApps/MahApps.Metro,216.0,5892.0,30.0,85.0,6122.0,65.0,2713.0,2778.0,7.0,1369.0,1376.0,3.0,95.0,608.0,156.0,144.0,163.0,144.0,157.0,1,3793,0.056947007645663066,0.022409702082784075,0.007909306617453203,1.6140258370682836,2.8333333333333335,4.45526847701907,608.0
MonoGame/MonoGame,41,5,0,0,0,3,19,0,2,0.0,1579990,MonoGame/MonoGame,https://github.com/MonoGame/MonoGame,2011-04-07 00:23:40,C#,,7982,2518,7982,770,47,MonoGame/MonoGame,430.0,21049.0,17.0,55.0,12883.0,685.0,2707.0,3392.0,104.0,4091.0,4195.0,2.0,69.0,627.0,165.0,143.0,167.0,143.0,174.0,1,3985,0.10790464240903387,0.013801756587202008,0.004265997490589712,3.2328732747804265,3.235294117647059,6.472433389918075,627.0
chocolatey/choco,55,11,4,0,0,9,28,1,13,3.0,28647218,chocolatey/choco,https://github.com/chocolatey/choco,2014-12-30 22:12:11,C#,,7874,785,7874,800,48,chocolatey/choco,116.0,147.0,2.0,4.0,3416.0,759.0,1355.0,2114.0,65.0,361.0,426.0,37.0,68.0,520.0,124.0,142.0,109.0,142.0,127.0,1,2622,0.04424103737604882,0.0015255530129672007,0.0007627765064836003,1.3028222730739893,2.0,3.303585049580473,520.0
dotnet/machinelearning,9,9,0,1,0,4,28,1,0,4.0,132021166,dotnet/machinelearning,https://github.com/dotnet/machinelearning,2018-05-03 16:20:42,C#,,7734,1697,7734,605,49,dotnet/machinelearning,198.0,0.0,2.0,0.0,2543.0,640.0,2570.0,3210.0,9.0,2840.0,2849.0,3.0,63.0,593.0,153.0,141.0,146.0,141.0,165.0,1,1402,0.14122681883024252,0.0,0.0014265335235378032,1.8138373751783168,0.0,1.8152639087018545,593.0
dotnet/runtime,19,4,0,0,0,9,24,1,2,0.0,210716005,dotnet/runtime,https://github.com/dotnet/runtime,2019-09-24 23:36:39,C#,,7646,2556,7646,7576,50,dotnet/runtime,2529.0,0.0,2.0,0.0,116183.0,7841.0,38541.0,46382.0,219.0,18636.0,18855.0,2.0,25.0,636.0,168.0,140.0,168.0,140.0,188.0,1,893,2.832026875699888,0.0,0.0022396416573348264,130.10414333706606,0.0,130.1063829787234,636.0
JustArchiNET/ArchiSteamFarm,13,25,0,0,0,18,30,0,0,0.0,44897462,JustArchiNET/ArchiSteamFarm,https://github.com/JustArchiNET/ArchiSteamFarm,2015-10-25 05:12:33,C#,,7172,854,7172,2,51,JustArchiNET/ArchiSteamFarm,47.0,2941.0,30.0,298.0,9862.0,0.0,1101.0,1101.0,0.0,1327.0,1327.0,1.0,115.0,550.0,139.0,139.0,116.0,139.0,156.0,1,2323,0.020232458028411535,0.12828239345673698,0.012914334911752045,4.2453723633232885,9.933333333333334,14.191620031568373,550.0
